Player,Nation,Position,Squad,Competition,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,Eng Premier League,25,26,19,1495,16.6,2,2,4,2,0,0,4,0,1.3,1.3,1.0,2.3,14,91,43,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14
Nicolás Domínguez,ar ARG,MF,Bologna,It Serie A,25,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Giulio Donati,it ITA,DF,Monza,It Serie A,33,4,0,36,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,3,5,0.00,0.00,0.00,0.00,0.00,0.05,0.46,0.51,0.05,0.51
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Jamie Donley,eng ENG,FW,Tottenham,Eng Premier League,18,3,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gianluigi Donnarumma,it ITA,GK,Paris S-G,Fr Ligue 1,24,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrick Dorgu,dk DEN,"DF,MF",Lecce,It Serie A,18,32,17,1564,17.4,2,0,2,2,0,0,6,0,2.0,2.0,1.6,3.6,37,49,86,0.12,0.00,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21
Niklas Dorsch,de GER,MF,Augsburg,De Bundesliga,25,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,12,47,12,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Alberto Dossena,it ITA,DF,Cagliari,It Serie A,24,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9,89,2,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
Carlos Dotor,es ESP,MF,Celta Vigo,Es La Liga,22,17,7,708,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3,30,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,Eng Premier League,30,32,32,2629,29.2,7,1,8,7,0,0,7,0,8.8,8.8,2.9,11.6,55,97,140,0.24,0.03,0.27,0.24,0.27,0.30,0.10,0.40,0.30,0.40
Cheick Doucouré,ml MLI,MF,Crystal Palace,Eng Premier League,23,11,11,919,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,9,49,5,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
Siriné Doucouré,ml MLI,FW,Lorient,Fr Ligue 1,21,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14,5,35,0.21,0.64,0.85,0.21,0.85,0.20,0.28,0.47,0.20,0.47
Désiré Doué,fr FRA,"MF,FW",Rennes,Fr Ligue 1,18,31,17,1626,18.1,4,4,8,4,0,0,3,0,2.4,2.4,3.7,6.1,78,121,172,0.22,0.22,0.44,0.22,0.44,0.13,0.21,0.34,0.13,0.34
Guela Doué,ci CIV,DF,Rennes,Fr Ligue 1,20,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41,53,85,0.00,0.15,0.15,0.00,0.15,0.04,0.08,0.12,0.04,0.12
Alfie Doughty,eng ENG,DF,Luton Town,Eng Premier League,23,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23
Douglas,br BRA,MF,Nantes,Fr Ligue 1,26,25,22,1772,19.7,0,0,0,0,0,0,7,0,1.2,1.2,1.1,2.3,12,105,18,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12
Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,Fr Ligue 1,20,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,15,80,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Kamory Doumbia,ml MLI,MF,Brest,Fr Ligue 1,20,25,7,879,9.8,6,5,11,6,0,0,1,0,4.2,4.2,0.9,5.0,22,48,43,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52
Anastasios Douvikas,gr GRE,FW,Celta Vigo,Es La Liga,23,32,7,905,10.1,7,1,8,7,0,0,2,0,4.6,4.6,1.3,5.9,10,13,53,0.70,0.10,0.80,0.70,0.80,0.46,0.13,0.59,0.46,0.59
Artem Dovbyk,ua UKR,FW,Girona,Es La Liga,26,36,32,2587,28.7,24,8,32,17,7,8,2,0,24.2,17.9,6.2,24.1,18,26,118,0.83,0.28,1.11,0.59,0.87,0.84,0.21,1.05,0.62,0.84
Nikola Dovedan,at AUT,"MF,FW",Heidenheim,De Bundesliga,29,21,5,656,7.3,3,1,4,3,0,0,0,1,1.9,1.9,0.6,2.6,12,22,25,0.41,0.14,0.55,0.41,0.55,0.26,0.09,0.35,0.26,0.35
Damion Downs,de GER,"FW,MF",Köln,De Bundesliga,19,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1,0,5,0.99,0.00,0.99,0.99,0.99,0.51,0.00,0.51,0.51,0.51
Tommy Doyle,eng ENG,MF,Wolves,Eng Premier League,21,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21,81,17,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Radu Drăgușin,ro ROU,DF,Tottenham,Eng Premier League,21,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Radu Drăgușin,ro ROU,DF,Genoa,It Serie A,21,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.10,0.05,0.10
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,De Bundesliga,21,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,3.0,0.5,3.5,16,20,35,0.31,0.00,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54
Tim Drexler,de GER,DF,Hoffenheim,De Bundesliga,18,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Domingos Duarte,pt POR,DF,Getafe,Es La Liga,28,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7,47,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Rubén Duarte,es ESP,DF,Alavés,Es La Liga,27,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16,81,39,0.10,0.05,0.14,0.10,0.14,0.03,0.07,0.10,0.03,0.10
Martin Dúbravka,sk SVK,GK,Newcastle Utd,Eng Premier League,34,23,22,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Ducksch,de GER,FW,Werder Bremen,De Bundesliga,29,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17,88,150,0.40,0.30,0.70,0.23,0.53,0.43,0.26,0.69,0.26,0.52
Ondrej Duda,sk SVK,MF,Hellas Verona,It Serie A,28,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.20,0.05,0.17
Denzel Dumfries,nl NED,DF,Inter,It Serie A,27,31,19,1639,18.2,4,4,8,4,0,0,2,1,2.3,2.3,4.9,7.1,50,51,147,0.22,0.22,0.44,0.22,0.44,0.12,0.27,0.39,0.12,0.39
Paul Dummett,wls WAL,DF,Newcastle Utd,Eng Premier League,31,5,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Alfred Duncan,gh GHA,MF,Fiorentina,It Serie A,30,30,24,1888,21.0,2,5,7,2,0,0,2,0,1.5,1.5,2.0,3.5,23,133,47,0.10,0.24,0.33,0.10,0.33,0.07,0.10,0.17,0.07,0.17
Lewis Dunk,eng ENG,DF,Brighton,Eng Premier League,31,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4.0,33,152,13,0.09,0.03,0.13,0.09,0.13,0.10,0.03,0.12,0.10,0.12
Jhon Durán,co COL,"FW,MF",Aston Villa,Eng Premier League,19,23,3,475,5.3,5,0,5,5,0,0,5,0,2.0,2.0,0.3,2.3,9,9,25,0.95,0.00,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44
Julien Duranville,be BEL,"FW,MF",Dortmund,De Bundesliga,17,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hugo Duro,es ESP,FW,Valencia,Es La Liga,23,37,35,2976,33.1,13,2,15,13,0,0,4,0,11.5,11.5,1.3,12.9,27,34,157,0.39,0.06,0.45,0.39,0.45,0.35,0.04,0.39,0.35,0.39
Jean-Kevin Duverne,ht HAI,DF,Nantes,Fr Ligue 1,26,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,18,64,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Paulo Dybala,ar ARG,"FW,MF",Roma,It Serie A,29,28,25,1959,21.8,13,9,22,6,7,7,3,0,10.6,5.1,4.3,9.4,79,122,167,0.60,0.41,1.01,0.28,0.69,0.49,0.20,0.68,0.23,0.43
Aron Dønnum,no NOR,"FW,MF",Toulouse,Fr Ligue 1,25,27,19,1595,17.7,0,1,1,0,0,0,8,0,1.0,1.0,2.1,3.1,69,66,120,0.00,0.06,0.06,0.00,0.06,0.06,0.12,0.18,0.06,0.18
George Earthy,eng ENG,FW,West Ham,Eng Premier League,18,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,3,2.65,0.00,2.65,2.65,2.65,0.82,0.00,0.82,0.82,0.82
Simon Ebonog,cm CMR,MF,Le Havre,Fr Ligue 1,18,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Festy Ebosele,ie IRL,DF,Udinese,It Serie A,20,31,20,1700,18.9,0,0,0,0,0,0,6,1,0.8,0.8,1.8,2.6,67,35,98,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
Enzo Ebosse,cm CMR,DF,Udinese,It Serie A,24,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tyronne Ebuehi,ng NGA,DF,Empoli,It Serie A,27,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34,37,35,0.00,0.08,0.08,0.00,0.08,0.02,0.07,0.10,0.02,0.10
Ederson,br BRA,GK,Manchester City,Eng Premier League,29,33,33,2785,30.9,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Éderson,br BRA,MF,Atalanta,It Serie A,24,36,32,2869,31.9,6,1,7,6,0,0,8,0,3.5,3.5,1.4,4.9,32,214,50,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15
Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,Eng Premier League,25,30,17,1555,17.3,7,0,7,7,0,0,4,0,6.2,6.2,1.2,7.4,33,36,100,0.41,0.00,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43
John Egan,ie IRL,DF,Sheffield Utd,Eng Premier League,30,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Maximilian Eggestein,de GER,MF,Freiburg,De Bundesliga,26,33,33,2914,32.4,1,2,3,1,0,0,6,0,2.4,2.4,2.8,5.2,42,162,72,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16
Lilian Egloff,de GER,"MF,DF",Stuttgart,De Bundesliga,20,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,2,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kingsley Ehizibue,nl NED,DF,Udinese,It Serie A,28,23,11,955,10.6,0,1,1,0,0,0,4,0,1.3,1.3,0.7,2.0,18,15,44,0.00,0.09,0.09,0.00,0.09,0.12,0.07,0.19,0.12,0.19
Hjalmar Ekdal,se SWE,DF,Burnley,Eng Premier League,24,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03
Hugo Ekitike,fr FRA,FW,Paris S-G,Fr Ligue 1,21,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,De Bundesliga,21,14,7,716,8.0,4,2,6,4,0,0,3,0,2.4,2.4,1.7,4.1,16,9,60,0.50,0.25,0.75,0.50,0.75,0.30,0.21,0.51,0.30,0.51
Emmanuel Ekong,se SWE,FW,Empoli,It Serie A,21,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19
Caleb Ekuban,gh GHA,FW,Genoa,It Serie A,29,29,10,1131,12.6,4,1,5,4,0,0,0,0,2.9,2.9,1.4,4.2,14,15,93,0.32,0.08,0.40,0.32,0.40,0.23,0.11,0.34,0.23,0.34
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,Eng Premier League,21,36,25,2433,27.0,5,9,14,5,0,0,1,0,6.6,6.6,6.7,13.3,98,49,196,0.18,0.33,0.52,0.18,0.52,0.24,0.25,0.49,0.24,0.49
Simon Elisor,fr FRA,FW,Metz,Fr Ligue 1,24,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,9,14,43,0.12,0.00,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29
Harvey Elliott,eng ENG,"MF,FW",Liverpool,Eng Premier League,20,34,11,1352,15.0,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.20,0.40,0.60,0.20,0.60,0.18,0.23,0.42,0.18,0.42
Elif Elmas,mk MKD,"FW,MF",Napoli,It Serie A,23,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,0.53,0.00,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19
Elif Elmas,mk MKD,"MF,FW",RB Leipzig,De Bundesliga,23,14,2,266,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,9,18,0.00,0.00,0.00,0.00,0.00,0.27,0.04,0.31,0.27,0.31
Mohamed Elneny,eg EGY,MF,Arsenal,Eng Premier League,31,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26
Aritz Elustondo,es ESP,DF,Real Sociedad,Es La Liga,29,15,7,812,9.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,4,31,2,0.00,0.11,0.11,0.00,0.11,0.03,0.07,0.10,0.03,0.10
Nico Elvedi,ch SUI,DF,Gladbach,De Bundesliga,26,30,28,2482,27.6,2,1,3,2,0,0,5,0,1.6,1.6,0.1,1.7,37,109,6,0.07,0.04,0.11,0.07,0.11,0.06,0.00,0.06,0.06,0.06
Adri Embarba,es ESP,"FW,MF",Almería,Es La Liga,31,36,29,2476,27.5,3,2,5,2,1,1,5,0,4.3,3.5,4.4,8.0,94,58,167,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29
Breel Embolo,ch SUI,FW,Monaco,Fr Ligue 1,26,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8,7,20,0.49,0.00,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41
Emanuel Emegha,nl NED,FW,Strasbourg,Fr Ligue 1,20,28,23,2078,23.1,8,1,9,8,0,1,3,0,10.8,10.0,0.4,10.4,24,11,115,0.35,0.04,0.39,0.35,0.39,0.47,0.02,0.49,0.43,0.45
Emerson,br BRA,DF,Tottenham,Eng Premier League,24,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21,57,35,0.08,0.00,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05
Youssef En-Nesyri,ma MAR,FW,Sevilla,Es La Liga,26,33,28,2570,28.6,16,2,18,15,1,1,4,0,10.8,10.0,1.3,11.3,17,17,81,0.56,0.07,0.63,0.53,0.60,0.38,0.04,0.42,0.35,0.40
Julio Enciso,py PAR,"MF,FW",Brighton,Eng Premier League,19,12,5,475,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28,21,29,0.00,0.38,0.38,0.00,0.38,0.27,0.32,0.59,0.27,0.59
Wataru Endo,jp JPN,MF,Liverpool,Eng Premier League,30,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10,101,21,0.05,0.00,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12
Arne Engels,be BEL,"MF,DF",Augsburg,De Bundesliga,19,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3.0,23,52,62,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
Christian Eriksen,dk DEN,MF,Manchester Utd,Eng Premier League,31,22,12,1141,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,20,68,23,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26
Martin Erlic,hr CRO,DF,Sassuolo,It Serie A,25,32,31,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,19,78,11,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03
Gonzalo Escalante,ar ARG,MF,Cádiz,Es La Liga,30,25,18,1697,18.9,1,2,3,1,0,0,2,1,1.9,1.9,1.7,3.6,4,66,14,0.05,0.11,0.16,0.05,0.16,0.10,0.09,0.19,0.10,0.19
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Aarón Escandell,es ESP,GK,Las Palmas,Es La Liga,27,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alfonso Espino,uy URU,DF,Rayo Vallecano,Es La Liga,31,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41,113,89,0.00,0.04,0.04,0.00,0.04,0.04,0.10,0.14,0.04,0.14
Bernardo Espinosa,co COL,DF,Girona,Es La Liga,34,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maxime Estève,fr FRA,DF,Burnley,Eng Premier League,21,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,15,40,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Maxime Estève,fr FRA,DF,Montpellier,Fr Ligue 1,21,12,12,995,11.1,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,8,23,10,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04
Oscar Estupiñan,co COL,FW,Metz,Fr Ligue 1,26,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,2,8,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.18,0.18,0.18
Pervis Estupiñán,ec ECU,DF,Brighton,Eng Premier League,25,19,15,1243,13.8,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47,83,88,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32
Karl Etta,cm CMR,FW,Cádiz,Es La Liga,19,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jonny Evans,nir NIR,DF,Manchester Utd,Eng Premier League,35,23,15,1392,15.5,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,7,37,1,0.00,0.06,0.06,0.00,0.06,0.00,0.08,0.08,0.00,0.08
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,Eng Premier League,25,27,24,2055,22.8,11,4,15,10,1,1,3,0,9.1,8.3,5.2,13.5,68,93,139,0.48,0.18,0.66,0.44,0.61,0.40,0.23,0.62,0.36,0.59
Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,Es La Liga,21,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37,0.28,0.37
Abde Ezzalzouli,ma MAR,FW,Betis,Es La Liga,21,26,6,865,9.6,1,0,1,1,0,1,1,0,3.0,2.2,0.3,2.5,57,25,89,0.10,0.00,0.10,0.10,0.10,0.31,0.03,0.34,0.23,0.26
Giovanni Fabbian,it ITA,"MF,FW",Bologna,It Serie A,20,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6.0,11,17,41,0.43,0.17,0.60,0.43,0.60,0.35,0.16,0.51,0.35,0.51
Łukasz Fabiański,pl POL,GK,West Ham,Eng Premier League,38,10,7,721,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolò Fagioli,it ITA,MF,Juventus,It Serie A,22,8,4,437,4.9,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,8,23,15,0.00,0.41,0.41,0.00,0.41,0.08,0.15,0.23,0.08,0.23
Romain Faivre,fr FRA,"MF,FW",Bournemouth,Eng Premier League,25,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,5,4,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34
Romain Faivre,fr FRA,"MF,FW",Lorient,Fr Ligue 1,25,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68,102,78,0.31,0.06,0.37,0.31,0.37,0.17,0.10,0.28,0.17,0.28
Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,Fr Ligue 1,17,3,1,94,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,7,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.20,0.17,0.20
Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,Es La Liga,37,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2.0,0.3,2.2,7,7,23,0.22,0.00,0.22,0.00,0.00,0.60,0.06,0.67,0.43,0.49
Wladimiro Falcone,it ITA,GK,Lecce,It Serie A,28,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fali,es ESP,DF,Cádiz,Es La Liga,29,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.8,0.8,0.1,0.9,16,82,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Davide Faraoni,it ITA,DF,Hellas Verona,It Serie A,31,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,31,0.00,0.15,0.15,0.00,0.15,0.06,0.05,0.11,0.06,0.11
Davide Faraoni,it ITA,DF,Fiorentina,It Serie A,31,8,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7,17,16,0.00,0.23,0.23,0.00,0.23,0.02,0.08,0.11,0.02,0.11
Ansu Fati,es ESP,"MF,FW",Brighton,Eng Premier League,20,19,3,521,5.8,2,0,2,2,0,0,2,0,3.4,3.4,0.8,4.2,16,28,50,0.35,0.00,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73
Ansu Fati,es ESP,"MF,FW",Barcelona,Es La Liga,20,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,4,5,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34,1.34
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Khalil Fayad,fr FRA,"FW,MF",Montpellier,Fr Ligue 1,19,23,11,1025,11.4,3,0,3,3,0,0,2,0,1.9,1.9,0.5,2.4,18,35,47,0.26,0.00,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21
